depth_cm,depth_mm,depth_m,source,LON,LAT,elevation,date_agg,date_agg2,M,D,Y,SWE_hill,SWE_sturm,albersX,albersY,Snow_Class,DOY
100,1000,1,MountainHub,-146.3502758,61.1352947,33,2017 2 1,2017 2 8,2,4,2017,0.404,0.299,409708.864,1262890.284,3,34
245,2450,2.45,MountainHub,-145.9183687,61.3225075,1513,2017 2 1,2017 2 8,2,7,2017,0.988,0.743,430188.21,1286413.728,7,37
120,1200,1.2,MountainHub,-145.8685295,61.0862745,454,2017 2 15,2017 2 15,2,11,2017,0.485,0.369,436054.963,1260513.76,3,41
0,0,0,SnowPilot,-145.42256,61.1765,1238,2017 2 15,2017 2 22,2,21,2017,0,0,458540.949,1273529.218,1,51
180,1800,1.8,MountainHub,-146.31847,61.0277847,661,2017 3 1,2017 3 8,3,1,2017,0.738,0.506,412792.502,1251142.601,1,59
175,1750,1.75,SnowPilot,-145.253334,61.231154,996,2017 3 15,2017 3 15,3,15,2017,0.586,0.596,466732.973,1280768.985,7,73
118,1180,1.18,MountainHub,-146.3259917,61.0765746,156,2017 3 15,2017 3 22,3,16,2017,0.458,0,411760.928,1256516.487,0,74
131,1310,1.31,MountainHub,-146.3313429,61.0794114,86,2017 3 15,2017 3 22,3,16,2017,0.508,0,411438.522,1256798.495,0,74
148,1480,1.48,MountainHub,-146.3286673,61.0805666,67,2017 3 15,2017 3 22,3,16,2017,0.572,0,411566.543,1256943.418,0,74
200,2000,2,SnowPilot,-145.749092,61.183034,960,2017 3 15,2017 3 22,3,16,2017,0.813,0.683,441086.029,1272042.502,7,74
200,2000,2,SnowPilot,-145.749092,61.183034,960,2017 3 15,2017 3 22,3,16,2017,0.813,0.683,441086.029,1272042.502,7,74
0,0,0,MountainHub,-145.7564782,61.1413738,806,2017 3 15,2017 3 22,3,17,2017,0,0,441270.098,1267369.786,1,75
2,20,0.02,MountainHub,-145.7546693,61.1349347,845,2017 3 15,2017 3 22,3,17,2017,0.009,0.006,441455.616,1266667.16,1,75
17,170,0.17,MountainHub,-145.7561591,61.1415538,806,2017 3 15,2017 3 22,3,17,2017,0.073,0.049,441284.599,1267391.884,1,75
23,230,0.23,MountainHub,-145.7668901,61.1380354,868,2017 3 15,2017 3 22,3,17,2017,0.101,0.079,440761.788,1266930.125,7,75
31,310,0.31,MountainHub,-145.7672794,61.1378435,870,2017 3 15,2017 3 22,3,17,2017,0.135,0.106,440743.707,1266906.243,7,75
45,450,0.45,MountainHub,-145.7727616,61.1329027,898,2017 3 15,2017 3 22,3,17,2017,0.195,0.13,440520.002,1266321.496,1,75
49,490,0.49,MountainHub,-145.7611325,61.1340589,858,2017 3 15,2017 3 22,3,17,2017,0.206,0.142,441123.474,1266527.012,1,75
56,560,0.56,MountainHub,-145.7718489,61.1336105,886,2017 3 15,2017 3 22,3,17,2017,0.241,0.192,440558.838,1266406.108,7,75
70,700,0.7,MountainHub,-145.75397,61.1352865,838,2017 3 15,2017 3 22,3,17,2017,0.291,0.202,441487.991,1266710.853,1,75
79,790,0.79,MountainHub,-145.7603158,61.1395107,822,2017 3 15,2017 3 22,3,17,2017,0.328,0.228,441091.517,1267137.514,1,75
80,800,0.8,MountainHub,-145.5211438,61.1952364,665,2017 3 15,2017 3 22,3,17,2017,0.3,0.231,453032.774,1274930.96,1,75
80,800,0.8,MountainHub,-145.5169417,61.1881527,913,2017 3 15,2017 3 22,3,17,2017,0.294,0.231,453357.002,1274173.805,1,75
80,800,0.8,MountainHub,-145.7537541,61.135497,834,2017 3 15,2017 3 22,3,17,2017,0.332,0.231,441496.575,1266735.651,1,75
90,900,0.9,MountainHub,-145.7620892,61.1335324,861,2017 3 15,2017 3 22,3,17,2017,0.373,0.26,441079.8,1266462.223,1,75
94,940,0.94,MountainHub,-145.7664074,61.1380422,864,2017 3 15,2017 3 22,3,17,2017,0.4,0.272,440787.402,1266934.083,1,75
94,940,0.94,MountainHub,-145.7667829,61.13807,867,2017 3 15,2017 3 22,3,17,2017,0.4,0.322,440767.019,1266934.677,7,75
95,950,0.95,MountainHub,-145.754844,61.135135,844,2017 3 15,2017 3 22,3,17,2017,0.393,0.275,441443.536,1266688.229,1,75
104,1040,1.04,MountainHub,-145.7615241,61.1336548,860,2017 3 15,2017 3 22,3,17,2017,0.429,0.301,441108.208,1266479.561,1,75
112,1120,1.12,MountainHub,-145.7691412,61.1330707,877,2017 3 15,2017 3 22,3,17,2017,0.477,0.324,440710.537,1266364.162,1,75
125,1250,1.25,MountainHub,-145.7695098,61.1329004,879,2017 3 15,2017 3 22,3,17,2017,0.531,0.361,440693.256,1266342.815,1,75
134,1340,1.34,MountainHub,-145.7566715,61.1412674,806,2017 3 15,2017 3 22,3,17,2017,0.55,0.388,441261.278,1267356.693,1,75
135,1350,1.35,MountainHub,-145.7626953,61.1334681,862,2017 3 15,2017 3 22,3,17,2017,0.571,0.39,441048.404,1266451.061,1,75
147,1470,1.47,MountainHub,-145.7612532,61.134051,858,2017 3 15,2017 3 22,3,17,2017,0.603,0.425,441117.154,1266525.333,1,75
150,1500,1.5,MountainHub,-146.3277787,61.0729024,231,2017 3 15,2017 3 22,3,17,2017,0.603,0.514,411712.815,1256097.422,3,75
174,1740,1.74,MountainHub,-145.755458,61.1373479,813,2017 3 15,2017 3 22,3,17,2017,0.711,0.503,441380.185,1266929.748,1,75
179,1790,1.79,MountainHub,-145.760285,61.1395665,822,2017 3 15,2017 3 22,3,17,2017,0.731,0.518,441092.385,1267143.911,1,75
182,1820,1.82,MountainHub,-145.7529754,61.137402,811,2017 3 15,2017 3 22,3,17,2017,0.743,0.527,441511.66,1266952.255,1,75
182,1820,1.82,MountainHub,-145.7529754,61.137402,811,2017 3 15,2017 3 22,3,17,2017,0.743,0.527,441511.66,1266952.255,1,75
190,1900,1.9,MountainHub,-146.327719,61.0727306,233,2017 3 15,2017 3 22,3,17,2017,0.761,0.651,411718.219,1256078.705,3,75
197,1970,1.97,MountainHub,-145.7609473,61.1339118,858,2017 3 15,2017 3 22,3,17,2017,0.803,0.57,441135.375,1266511.916,1,75
198,1980,1.98,MountainHub,-145.760447,61.1341847,857,2017 3 15,2017 3 22,3,17,2017,0.807,0.573,441158.248,1266545.527,1,75
205,2050,2.05,MountainHub,-145.7519024,61.1423501,778,2017 3 15,2017 3 22,3,17,2017,0.835,0.593,441500.25,1267508.553,1,75
207,2070,2.07,MountainHub,-145.7518558,61.1421123,773,2017 3 15,2017 3 22,3,17,2017,0.843,0.599,441506.027,1267482.47,1,75
229,2290,2.29,MountainHub,-145.754844,61.135135,844,2017 3 15,2017 3 22,3,17,2017,0.931,0.663,441443.536,1266688.229,1,75
237,2370,2.37,MountainHub,-145.7534772,61.1374542,810,2017 3 15,2017 3 22,3,17,2017,0.963,0.686,441484.211,1266954.712,1,75
254,2540,2.54,MountainHub,-145.7536804,61.1372728,812,2017 3 15,2017 3 22,3,17,2017,1.03,0.735,441475.901,1266933.229,1,75
283,2830,2.83,MountainHub,-145.753479,61.1375073,809,2017 3 15,2017 3 22,3,17,2017,1.146,0.82,441483.379,1266960.593,1,75
284,2840,2.84,MountainHub,-145.7523998,61.1422179,778,2017 3 15,2017 3 22,3,17,2017,1.15,0.823,441475.594,1267490.574,1,75
0,0,0,MountainHub,-145.7448901,61.1441568,750,2017 3 15,2017 3 22,3,18,2017,0,0,441848.613,1267755.704,1,76
0,0,0,MountainHub,-145.7148649,61.1411839,838,2017 3 15,2017 3 22,3,18,2017,0,0,443488.734,1267625.906,1,76
0,0,0,MountainHub,-145.7515183,61.1436325,809,2017 3 15,2017 3 22,3,18,2017,0,0,441502.936,1267653.433,1,76
0,0,0,MountainHub,-145.7513294,61.1437157,809,2017 3 15,2017 3 22,3,18,2017,0,0,441511.842,1267663.923,1,76
22,220,0.22,MountainHub,-145.7517752,61.1432488,799,2017 3 15,2017 3 22,3,18,2017,0.094,0.064,441494.572,1267609.14,1,76
23,230,0.23,MountainHub,-145.7151617,61.1402054,864,2017 3 15,2017 3 22,3,18,2017,0.095,0.067,443486.547,1267515.333,1,76
29,290,0.29,MountainHub,-145.7147809,61.1405204,861,2017 3 15,2017 3 22,3,18,2017,0.119,0.084,443502.441,1267552.834,1,76
52,520,0.52,MountainHub,-145.7474565,61.1432133,755,2017 3 15,2017 3 22,3,18,2017,0.215,0.151,441725.036,1267633.918,1,76
53,530,0.53,MountainHub,-145.7430238,61.1446948,747,2017 3 15,2017 3 22,3,18,2017,0.22,0.153,441940.528,1267827.831,1,76
54,540,0.54,MountainHub,-145.7146214,61.1404606,865,2017 3 15,2017 3 22,3,18,2017,0.219,0.156,443511.767,1267547.263,1,76
65,650,0.65,MountainHub,-145.7463903,61.1436026,753,2017 3 15,2017 3 22,3,18,2017,0.268,0.188,441776.414,1267684.216,1,76
67,670,0.67,MountainHub,-145.7145861,61.1413785,834,2017 3 15,2017 3 22,3,18,2017,0.27,0.194,443500.871,1267649.364,1,76
69,690,0.69,MountainHub,-145.7480014,61.1424722,751,2017 3 15,2017 3 22,3,18,2017,0.287,0.2,441706.293,1267548.044,1,76
70,700,0.7,MountainHub,-145.7307221,61.1414546,753,2017 3 15,2017 3 22,3,18,2017,0.286,0.203,442640.561,1267550.156,1,76
78,780,0.78,MountainHub,-145.7512654,61.1421067,770,2017 3 15,2017 3 22,3,18,2017,0.324,0.226,441537.545,1267485.774,1,76
78,780,0.78,MountainHub,-145.7146979,61.1399047,873,2017 3 15,2017 3 22,3,18,2017,0.314,0.226,443515.43,1267485.06,1,76
79,790,0.79,MountainHub,-145.7308762,61.1413658,755,2017 3 15,2017 3 22,3,18,2017,0.321,0.229,442633.588,1267539.274,1,76
80,800,0.8,MountainHub,-145.7521896,61.1426828,787,2017 3 15,2017 3 22,3,18,2017,0.332,0.232,441480.347,1267543.568,1,76
86,860,0.86,MountainHub,-145.7453423,61.1439003,750,2017 3 15,2017 3 22,3,18,2017,0.353,0.249,441828.091,1267724.228,1,76
87,870,0.87,MountainHub,-145.7481895,61.1428488,755,2017 3 15,2017 3 22,3,18,2017,0.36,0.252,441691.056,1267588.589,1,76
90,900,0.9,MountainHub,-145.7448188,61.1438025,743,2017 3 15,2017 3 22,3,18,2017,0.369,0.261,441857.323,1267716.857,1,76
91,910,0.91,MountainHub,-145.7260568,61.142372,750,2017 3 15,2017 3 22,3,18,2017,0.369,0.264,442876.243,1267683.072,1,76
93,930,0.93,MountainHub,-145.7258203,61.1437716,732,2017 3 15,2017 3 22,3,18,2017,0.377,0.269,442869.383,1267839.976,1,76
93,930,0.93,MountainHub,-145.7529501,61.1421792,780,2017 3 15,2017 3 22,3,18,2017,0.385,0.269,441446.826,1267482.621,1,76
100,1000,1,MountainHub,-145.7501729,61.1431571,779,2017 3 15,2017 3 22,3,18,2017,0.413,0.29,441581.166,1267609.616,1,76
105,1050,1.05,MountainHub,-145.7426124,61.1448315,748,2017 3 15,2017 3 22,3,18,2017,0.429,0.304,441960.538,1267845.74,1,76
105,1050,1.05,MountainHub,-145.8577413,61.2622739,971,2017 3 15,2017 3 22,3,18,2017,0.45,0.304,434223.192,1280121.697,1,76
107,1070,1.07,SnowPilot,-145.128021,61.151633,1193,2017 3 15,2017 3 22,3,18,2017,0.404,0.367,474564.934,1272841.109,7,76
112,1120,1.12,MountainHub,-145.731425,61.1409609,763,2017 3 15,2017 3 22,3,18,2017,0.452,0.324,442609.988,1267490.68,1,76
115,1150,1.15,MountainHub,-145.7308381,61.1417977,747,2017 3 15,2017 3 22,3,18,2017,0.464,0.333,442629.618,1267587.46,1,76
116,1160,1.16,MountainHub,-145.8541282,61.2614844,960,2017 3 15,2017 3 22,3,18,2017,0.496,0.336,434425.714,1280057.688,1,76
117,1170,1.17,MountainHub,-145.7501569,61.1423675,767,2017 3 15,2017 3 22,3,18,2017,0.482,0.339,441592.961,1267522.089,1,76
118,1180,1.18,MountainHub,-145.7269785,61.1426161,743,2017 3 15,2017 3 22,3,18,2017,0.476,0.342,442823.771,1267704.016,1,76
118,1180,1.18,MountainHub,-145.714159,61.1418552,827,2017 3 15,2017 3 22,3,18,2017,0.471,0.342,443516.98,1267705.119,1,76
120,1200,1.2,MountainHub,-145.7244323,61.1436886,739,2017 3 15,2017 3 22,3,18,2017,0.484,0.348,442944.444,1267840.022,1,76
120,1200,1.2,MountainHub,-145.7161489,61.1399898,854,2017 3 15,2017 3 22,3,18,2017,0.478,0.348,443436.976,1267484.814,1,76
121,1210,1.21,MountainHub,-145.7525704,61.1424342,784,2017 3 15,2017 3 22,3,18,2017,0.498,0.35,441463.513,1267513.446,1,76
122,1220,1.22,MountainHub,-145.8601468,61.2622877,978,2017 3 15,2017 3 22,3,18,2017,0.521,0.419,434095.363,1280107.503,7,76
124,1240,1.24,MountainHub,-145.7242549,61.1432417,750,2017 3 15,2017 3 22,3,18,2017,0.5,0.359,442960.103,1267791.608,1,76
125,1250,1.25,MountainHub,-145.8551945,61.2623115,970,2017 3 15,2017 3 22,3,18,2017,0.534,0.362,434357.816,1280142.526,1,76
125,1250,1.25,MountainHub,-145.7147785,61.1414528,829,2017 3 15,2017 3 22,3,18,2017,0.498,0.362,443489.592,1267656.325,1,76
127,1270,1.27,MountainHub,-145.7147355,61.141612,824,2017 3 15,2017 3 22,3,18,2017,0.506,0.368,443489.666,1267674.28,1,76
127,1270,1.27,MountainHub,-145.7486542,61.1422209,753,2017 3 15,2017 3 22,3,18,2017,0.522,0.368,441675.014,1267515.812,1,76
128,1280,1.28,MountainHub,-145.7306172,61.1414672,753,2017 3 15,2017 3 22,3,18,2017,0.516,0.371,442645.972,1267552.254,1,76
129,1290,1.29,MountainHub,-145.7479735,61.1430315,754,2017 3 15,2017 3 22,3,18,2017,0.53,0.374,441700.026,1267610.303,1,76
134,1340,1.34,MountainHub,-145.8608499,61.2603552,976,2017 3 15,2017 3 22,3,18,2017,0.571,0.46,434084.478,1279888.389,7,76
135,1350,1.35,MountainHub,-145.7421452,61.2334765,611,2017 3 15,2017 3 22,3,18,2017,0.555,0.391,440755.766,1277686.872,1,76
135,1350,1.35,MountainHub,-145.7420912,61.2334714,611,2017 3 15,2017 3 22,3,18,2017,0.555,0.391,440758.704,1277686.664,1,76
136,1360,1.36,MountainHub,-145.7452304,61.1432032,735,2017 3 15,2017 3 22,3,18,2017,0.553,0.394,441843.716,1267647.606,1,76
136,1360,1.36,MountainHub,-145.7271144,61.1425462,744,2017 3 15,2017 3 22,3,18,2017,0.547,0.394,442817.506,1267695.353,1,76
137,1370,1.37,MountainHub,-145.8578737,61.2602786,965,2017 3 15,2017 3 22,3,18,2017,0.584,0.397,434243.459,1279899.342,1,76
137,1370,1.37,MountainHub,-145.725845,61.1439614,728,2017 3 15,2017 3 22,3,18,2017,0.551,0.397,442865.43,1267860.875,1,76
138,1380,1.38,MountainHub,-145.8635387,61.2618682,990,2017 3 15,2017 3 22,3,18,2017,0.588,0.474,433921.114,1280038.769,7,76
141,1410,1.41,MountainHub,-145.7302857,61.1414883,753,2017 3 15,2017 3 22,3,18,2017,0.567,0.409,442663.332,1267556.805,1,76
145,1450,1.45,MountainHub,-145.8541477,61.2604745,954,2017 3 15,2017 3 22,3,18,2017,0.617,0.42,434438.499,1279945.457,1,76
149,1490,1.49,MountainHub,-145.7478009,61.1426581,750,2017 3 15,2017 3 22,3,18,2017,0.611,0.432,441714.393,1267570.009,1,76
150,1500,1.5,MountainHub,-145.725843,61.1440496,727,2017 3 15,2017 3 22,3,18,2017,0.603,0.435,442864.311,1267870.677,1,76
153,1530,1.53,MountainHub,-145.7488789,61.1426183,758,2017 3 15,2017 3 22,3,18,2017,0.627,0.443,441657.54,1267558.423,1,76
155,1550,1.55,MountainHub,-145.8620202,61.2620769,985,2017 3 15,2017 3 22,3,18,2017,0.659,0.532,433998.837,1280071.859,7,76
156,1560,1.56,MountainHub,-145.7444835,61.1459085,789,2017 3 15,2017 3 22,3,18,2017,0.632,0.452,441845.972,1267952.818,1,76
158,1580,1.58,MountainHub,-145.7505381,61.1433685,789,2017 3 15,2017 3 22,3,18,2017,0.647,0.458,441558.789,1267630.65,1,76
158,1580,1.58,MountainHub,-145.7778763,61.256729,672,2017 3 15,2017 3 22,3,18,2017,0.663,0.458,438537.267,1280031.014,1,76
158,1580,1.58,MountainHub,-145.7260117,61.143973,728,2017 3 15,2017 3 22,3,18,2017,0.634,0.458,442856.393,1267861.051,1,76
158,1580,1.58,MountainHub,-145.7299985,61.1414792,754,2017 3 15,2017 3 22,3,18,2017,0.634,0.458,442678.752,1267557.709,1,76
159,1590,1.59,MountainHub,-145.8625779,61.2619653,987,2017 3 15,2017 3 22,3,18,2017,0.676,0.546,433970.77,1280055.826,7,76
160,1600,1.6,MountainHub,-145.8406622,61.2586618,892,2017 3 15,2017 3 22,3,18,2017,0.68,0.464,435178.941,1279832.534,1,76
160,1600,1.6,MountainHub,-145.8408265,61.2586565,893,2017 3 15,2017 3 22,3,18,2017,0.68,0.464,435170.295,1279830.869,1,76
169,1690,1.69,MountainHub,-145.7257538,61.1433658,739,2017 3 15,2017 3 22,3,18,2017,0.677,0.49,442878.565,1267795.384,1,76
171,1710,1.71,MountainHub,-145.7489898,61.1428173,761,2017 3 15,2017 3 22,3,18,2017,0.699,0.496,441648.876,1267579.771,1,76
175,1750,1.75,MountainHub,-145.744432,61.1457339,788,2017 3 15,2017 3 22,3,18,2017,0.708,0.507,441851.135,1267933.783,1,76
177,1770,1.77,MountainHub,-145.7311042,61.1407231,769,2017 3 15,2017 3 22,3,18,2017,0.709,0.513,442630.374,1267466.427,1,76
178,1780,1.78,MountainHub,-145.7471818,61.1426573,746,2017 3 15,2017 3 22,3,18,2017,0.719,0.516,441747.372,1267574.038,1,76
190,1900,1.9,MountainHub,-145.7255301,61.1426705,750,2017 3 15,2017 3 22,3,18,2017,0.76,0.551,442900.14,1267719.712,1,76
200,2000,2,MountainHub,-145.7508102,61.1437507,804,2017 3 15,2017 3 22,3,18,2017,0.815,0.58,441539.004,1267671.259,1,76
201,2010,2.01,MountainHub,-145.714624,61.1416855,823,2017 3 15,2017 3 22,3,18,2017,0.793,0.583,443494.581,1267683.181,1,76
218,2180,2.18,MountainHub,-145.8611597,61.262057,982,2017 3 15,2017 3 22,3,18,2017,0.921,0.749,434044.77,1280075.274,7,76
232,2320,2.32,MountainHub,-145.7450674,61.1434609,739,2017 3 15,2017 3 22,3,18,2017,0.933,0.673,441848.822,1267677.291,1,76
244,2440,2.44,MountainHub,-145.729401,61.1411001,764,2017 3 15,2017 3 22,3,18,2017,0.971,0.708,442715.836,1267519.62,1,76
250,2500,2.5,MountainHub,-145.7303542,61.1408815,767,2017 3 15,2017 3 22,3,18,2017,0.995,0.725,442668.113,1267489.005,1,76
0,0,0,MountainHub,-145.7422581,61.1394601,778,2017 3 15,2017 3 22,3,19,2017,0,0,442053.913,1267251.965,1,77
26,260,0.26,MountainHub,-145.6999961,61.1809038,720,2017 3 15,2017 3 22,3,19,2017,0.108,0.075,443726.712,1272133.154,1,77
26,260,0.26,MountainHub,-145.6991983,61.1563928,826,2017 3 15,2017 3 22,3,19,2017,0.107,0.075,444110.907,1269418.413,1,77
42,420,0.42,MountainHub,-145.7253123,61.1419634,756,2017 3 15,2017 3 22,3,19,2017,0.173,0.122,442921.567,1267642.691,1,77
43,430,0.43,MountainHub,-145.6967482,61.1795192,702,2017 3 15,2017 3 22,3,19,2017,0.177,0.125,443918.754,1272001.206,1,77
54,540,0.54,MountainHub,-145.7190236,61.1488428,741,2017 3 15,2017 3 22,3,19,2017,0.221,0.157,443160.743,1268448.11,1,77
55,550,0.55,MountainHub,-145.7397208,61.1403787,746,2017 3 15,2017 3 22,3,19,2017,0.227,0.159,442176.292,1267370.805,1,77
57,570,0.57,MountainHub,-145.7404138,61.1401135,752,2017 3 15,2017 3 22,3,19,2017,0.236,0.165,442143.067,1267336.758,1,77
62,620,0.62,MountainHub,-145.6941901,61.1815923,713,2017 3 15,2017 3 22,3,19,2017,0.253,0.18,444025.881,1272248.365,1,77
62,620,0.62,MountainHub,-145.7375661,61.1386716,798,2017 3 15,2017 3 22,3,19,2017,0.256,0.18,442314.732,1267195.696,1,77
63,630,0.63,MountainHub,-145.7183935,61.148843,744,2017 3 15,2017 3 22,3,19,2017,0.257,0.183,443194.286,1268452.337,1,77
65,650,0.65,MountainHub,-145.6930283,61.1798619,698,2017 3 15,2017 3 22,3,19,2017,0.265,0.189,444111.812,1272064.107,1,77
66,660,0.66,MountainHub,-145.7192637,61.1483773,745,2017 3 15,2017 3 22,3,19,2017,0.269,0.191,443154.436,1268394.848,1,77
67,670,0.67,MountainHub,-145.7419433,61.1397757,779,2017 3 15,2017 3 22,3,19,2017,0.276,0.194,442066.3,1267289.087,1,77
70,700,0.7,MountainHub,-146.008953,61.05984,55,2017 3 15,2017 3 22,3,19,2017,0.291,0.241,428916.272,1256664.422,3,77
70,700,0.7,MountainHub,-145.7401819,61.139537,785,2017 3 15,2017 3 22,3,19,2017,0.288,0.203,442163.415,1267274.321,1,77
72,720,0.72,MountainHub,-145.7489182,61.141256,791,2017 3 15,2017 3 22,3,19,2017,0.299,0.209,441674.329,1267406.967,1,77
73,730,0.73,MountainHub,-145.7392864,61.1401324,752,2017 3 15,2017 3 22,3,19,2017,0.3,0.212,442202.844,1267346.362,1,77
76,760,0.76,MountainHub,-145.7089646,61.1556562,748,2017 3 15,2017 3 22,3,19,2017,0.305,0.22,443601.367,1269271.397,1,77
78,780,0.78,MountainHub,-145.6922416,61.1759641,667,2017 3 15,2017 3 22,3,19,2017,0.313,0.226,444208.045,1271636.822,1,77
82,820,0.82,MountainHub,-145.7180553,61.1489667,744,2017 3 15,2017 3 22,3,19,2017,0.333,0.238,443210.57,1268468.322,1,77
83,830,0.83,MountainHub,-145.7385706,61.1388322,794,2017 3 15,2017 3 22,3,19,2017,0.34,0.241,442259.007,1267206.83,1,77
85,850,0.85,MountainHub,-145.7382773,61.1387974,795,2017 3 15,2017 3 22,3,19,2017,0.348,0.247,442275.11,1267204.921,1,77
93,930,0.93,MountainHub,-145.7421332,61.1393569,779,2017 3 15,2017 3 22,3,19,2017,0.381,0.27,442061.996,1267241.343,1,77
94,940,0.94,MountainHub,-145.7364517,61.1385603,802,2017 3 15,2017 3 22,3,19,2017,0.385,0.273,442375.626,1267190.766,1,77
95,950,0.95,MountainHub,-145.3293882,61.3922265,1189,2017 3 15,2017 3 22,3,19,2017,0.33,0.276,460352.457,1298098.467,1,77
98,980,0.98,MountainHub,-145.6946026,61.1794985,698,2017 3 15,2017 3 22,3,19,2017,0.396,0.284,444033.155,1272013.253,1,77
99,990,0.99,MountainHub,-145.7140777,61.1519582,741,2017 3 15,2017 3 22,3,19,2017,0.395,0.287,443380.689,1268826.861,1,77
100,1000,1,MountainHub,-145.7384513,61.1387025,795,2017 3 15,2017 3 22,3,19,2017,0.409,0.29,442267.16,1267193.23,1,77
101,1010,1.01,MountainHub,-145.7083546,61.1806278,811,2017 3 15,2017 3 22,3,19,2017,0.41,0.293,443286.027,1272046.706,1,77
104,1040,1.04,MountainHub,-145.7418286,61.1397381,779,2017 3 15,2017 3 22,3,19,2017,0.425,0.302,442072.93,1267285.677,1,77
107,1070,1.07,MountainHub,-145.7017499,61.1563547,793,2017 3 15,2017 3 22,3,19,2017,0.427,0.31,443975.634,1269397.125,1,77
109,1090,1.09,MountainHub,-145.7410549,61.139992,754,2017 3 15,2017 3 22,3,19,2017,0.445,0.316,442110.611,1267319.006,1,77
112,1120,1.12,MountainHub,-145.69798,61.1810013,717,2017 3 15,2017 3 22,3,19,2017,0.451,0.325,443832.573,1272157.446,1,77
114,1140,1.14,MountainHub,-145.7010273,61.179653,714,2017 3 15,2017 3 22,3,19,2017,0.459,0.331,443689.307,1271987.459,1,77
115,1150,1.15,MountainHub,-145.3468192,61.4068801,1328,2017 3 15,2017 3 22,3,19,2017,0.39,0.334,459219.294,1299602.761,1,77
118,1180,1.18,MountainHub,-145.7143659,61.152171,740,2017 3 15,2017 3 22,3,19,2017,0.469,0.342,443362.386,1268848.553,1,77
119,1190,1.19,MountainHub,-145.7398493,61.1401653,751,2017 3 15,2017 3 22,3,19,2017,0.485,0.345,442172.41,1267346.266,1,77
120,1200,1.2,MountainHub,-145.7055897,61.1800569,770,2017 3 15,2017 3 22,3,19,2017,0.485,0.348,443441.029,1272001.809,1,77
124,1240,1.24,MountainHub,-145.7091924,61.1557156,745,2017 3 15,2017 3 22,3,19,2017,0.492,0.36,443588.415,1269276.467,1,77
124,1240,1.24,MountainHub,-145.7145565,61.1520896,739,2017 3 15,2017 3 22,3,19,2017,0.492,0.36,443353.373,1268838.247,1,77
125,1250,1.25,MountainHub,-145.7119355,61.1801208,843,2017 3 15,2017 3 22,3,19,2017,0.505,0.363,443102.64,1271966.544,1,77
131,1310,1.31,MountainHub,-145.740732,61.1391828,784,2017 3 15,2017 3 22,3,19,2017,0.532,0.38,442139.034,1267231.349,1,77
132,1320,1.32,MountainHub,-145.6984221,61.1562381,842,2017 3 15,2017 3 22,3,19,2017,0.525,0.383,444154.377,1269406.437,1,77
136,1360,1.36,MountainHub,-145.6857299,61.1730108,650,2017 3 15,2017 3 22,3,19,2017,0.542,0.395,444595.645,1271352.665,1,77
